Mean_K,Mean_dP/dy,FlowRate,Porosity,Anisotropy,Type
0.15352118015289307,0.0004239202826283872,0.0008482252596877515,0.4384307861328125,1.0008838176727295,real
0.15721458196640015,0.00041510339360684156,0.0008326537208631635,0.425384521484375,1.0058704614639282,real
0.19765178859233856,0.0003854106762446463,0.0007702907314524055,0.4666748046875,0.9985972046852112,real
0.1981201171875,0.0003863323072437197,0.0007763644680380821,0.481170654296875,1.0095505714416504,real
0.15393324196338654,0.000418143899878487,0.0008406852139160037,0.4436492919921875,1.010492205619812,real
0.1573580801486969,0.0004171616747044027,0.0008363461820408702,0.4589996337890625,1.0048248767852783,real
0.17340418696403503,0.00040744245052337646,0.0008086410816758871,0.510223388671875,0.9846513867378235,real
0.19268622994422913,0.0003853165253531188,0.000781921437010169,0.3463592529296875,1.0292696952819824,real
0.19741231203079224,0.00039108871715143323,0.0007785353809595108,0.36822509765625,0.9906620383262634,real
0.14771145582199097,0.00042207774822600186,0.0008494972134940326,0.3873138427734375,1.0126317739486694,real
0.14265501499176025,0.0004227070603519678,0.0008433337789028883,0.394134521484375,0.9950549602508545,real
0.15320780873298645,0.00042329641291871667,0.000853298173751682,0.4616546630859375,1.0158168077468872,real
0.19492101669311523,0.00039574276888743043,0.0007935300236567855,0.35064697265625,1.005140781402588,real
0.20151343941688538,0.0003815499076154083,0.0007694177329540253,0.400054931640625,1.0165319442749023,real
0.1464655101299286,0.0004368429072201252,0.0008801851654425263,0.447113037109375,1.0148546695709229,real
0.14851810038089752,0.00043454853584989905,0.0008684670319780707,0.443115234375,0.9985271692276001,real
0.16080430150032043,0.0004112854949198663,0.0008205783669836819,0.442840576171875,0.9951308965682983,real
0.20298311114311218,0.0003841369762085378,0.0007648076862096786,0.3889923095703125,0.9909505844116211,real
0.20553457736968994,0.00038406113162636757,0.0007699775160290301,0.46173095703125,1.0048043727874756,real
0.14820021390914917,0.00042520713759586215,0.000851356890052557,0.4406280517578125,1.0021932125091553,real
0.16385963559150696,0.0003932755207642913,0.0007873825379647315,0.1649932861328125,1.0020887851715088,synthetic
0.1511671543121338,0.00039841141551733017,0.0008027767762541771,0.0874176025390625,1.0149188041687012,synthetic
0.148603618144989,0.0004016587627120316,0.0008062052074819803,0.108245849609375,1.0071642398834229,synthetic
0.14954546093940735,0.00040098081808537245,0.0008098025573417544,0.07781982421875,1.019528865814209,synthetic
0.14675003290176392,0.00040590378921478987,0.0008121073478832841,0.087005615234375,1.00071382522583,synthetic
0.1570311188697815,0.0004032024007756263,0.0008057963568717241,0.1393280029296875,0.9984662532806396,synthetic
0.16107967495918274,0.000394160277210176,0.0007835024734959006,0.1396331787109375,0.9877512454986572,synthetic
0.1526782214641571,0.0003989704418927431,0.0008083140710368752,0.097686767578125,1.025974154472351,synthetic
0.16047048568725586,0.0003984491340816021,0.0007953275344334543,0.1389923095703125,0.9960328340530396,synthetic
0.1417190432548523,0.0004111090092919767,0.0008200715528801084,0.0559844970703125,0.9947546124458313,synthetic
0.14261814951896667,0.00040748328319750726,0.0008155381656251848,0.0584564208984375,1.0013781785964966,synthetic
0.14913666248321533,0.0004073198069818318,0.0008148176711983979,0.101470947265625,1.0004125833511353,synthetic
0.16334915161132812,0.00039841874968260527,0.0007930762367323041,0.1318359375,0.9905347228050232,synthetic
0.17171090841293335,0.00039471412310376763,0.0007899829652160406,0.2013702392578125,1.0013799667358398,synthetic
0.14137473702430725,0.0004145978600718081,0.0008312301361002028,0.0531158447265625,1.0048826932907104,synthetic
0.15201079845428467,0.00040836361586116254,0.0008094098884612322,0.105865478515625,0.9820572137832642,synthetic
0.1525716632604599,0.0004107122076675296,0.0008263835916295648,0.11773681640625,1.012049913406372,synthetic
0.14770783483982086,0.00040421116864308715,0.0008091840427368879,0.0898895263671875,1.0018596649169922,synthetic
0.1553272157907486,0.00040238347719423473,0.0008025332354009151,0.1256561279296875,0.9944241046905518,synthetic
0.15750199556350708,0.00040073905256576836,0.0007995716296136379,0.12188720703125,0.9952176809310913,synthetic
0.15613743662834167,0.0004020031774416566,0.0008096818346530199,0.1160736083984375,1.0140926837921143,synthetic
0.14675061404705048,0.0004014200530946255,0.000806247116997838,0.0792999267578125,1.0084621906280518,synthetic
0.15866604447364807,0.00039865958387963474,0.0007971883751451969,0.1009674072265625,0.9996467232704163,synthetic
0.140310138463974,0.000411733373766765,0.0008179700234904885,0.063751220703125,0.9866257905960083,synthetic
0.15607792139053345,0.0003985814400948584,0.0007991149323061109,0.1251068115234375,1.00487220287323,synthetic
0.1519060730934143,0.00040096419979818165,0.000804167939350009,0.1068267822265625,1.0055603981018066,synthetic
0.16052132844924927,0.00040119022014550865,0.0007981157395988703,0.1241607666015625,0.9893452525138855,synthetic
0.1590750813484192,0.00039439962711185217,0.0007889446569606662,0.12481689453125,1.0003432035446167,synthetic
0.1483554244041443,0.0004023324581794441,0.0008036197395995259,0.0962677001953125,0.9973773956298828,synthetic
0.14170776307582855,0.0004140837991144508,0.0008300873450934887,0.076629638671875,1.0046119689941406,synthetic
0.15028294920921326,0.0004051337018609047,0.0008128026966005564,0.091461181640625,1.0062329769134521,synthetic
0.15764111280441284,0.0004007148090749979,0.0008018480730243027,0.1363677978515625,1.0010192394256592,synthetic
0.14394313097000122,0.00040758628165349364,0.0008158379350788891,0.0665130615234375,1.001607894897461,synthetic
0.15635836124420166,0.00040221665403805673,0.0008044475689530373,0.108551025390625,1.00001060962677,synthetic
0.1584322452545166,0.00040200792136602104,0.0008023610571399331,0.149810791015625,0.9958589673042297,synthetic
0.16210466623306274,0.0003928058431483805,0.0007823461783118546,0.148468017578125,0.9916614294052124,synthetic
0.14003878831863403,0.0004134273622184992,0.0008299277978949249,0.0624237060546875,1.0074087381362915,synthetic
0.16162626445293427,0.00039844747516326606,0.0007979138754308224,0.13238525390625,1.0025320053100586,synthetic
0.16536274552345276,0.0003970450779888779,0.0007911368156783283,0.167999267578125,0.9925366640090942,synthetic
0.14993828535079956,0.00039996393024921417,0.0008002935210242867,0.09344482421875,1.0008890628814697,synthetic
0.14822545647621155,0.00040334381628781557,0.0008126129396259785,0.0888671875,1.0146652460098267,synthetic
0.15076804161071777,0.0004041551728732884,0.0008030835306271911,0.1002655029296875,0.9870427846908569,synthetic
0.14025670289993286,0.00041401589987799525,0.0008275671862065792,0.0594635009765625,0.9988536238670349,synthetic
0.1425003856420517,0.0004084160609636456,0.0008119882550090551,0.0494537353515625,0.9881157279014587,synthetic
0.1652575433254242,0.0004012655990663916,0.0008055128273554146,0.1841278076171875,1.007405400276184,synthetic
0.1599683314561844,0.00039702298818156123,0.0007968664285726845,0.1458587646484375,1.0070786476135254,synthetic
0.16394710540771484,0.0003956349682994187,0.0007918785559013486,0.146209716796875,1.001512885093689,synthetic
0.14528973400592804,0.00040442129829898477,0.0008128767949528992,0.0699005126953125,1.0099502801895142,synthetic
0.1444946527481079,0.0003990801051259041,0.0008049859898164868,0.06805419921875,1.0170782804489136,synthetic
0.15868595242500305,0.0004014192381873727,0.0008029669988900423,0.1265411376953125,1.0002952814102173,synthetic
0.16693924367427826,0.000399174663471058,0.0007945631514303386,0.160247802734375,0.9904901385307312,synthetic
0.17138759791851044,0.0004004834918305278,0.0007927109254524112,0.180419921875,0.9793602228164673,synthetic
0.14387956261634827,0.0004060159553773701,0.0008077953825704753,0.0683441162109375,0.989541232585907,synthetic
0.15446726977825165,0.00040271319448947906,0.0008098847465589643,0.1229095458984375,1.0110455751419067,synthetic
0.15965518355369568,0.0004004095389973372,0.0007996547501534224,0.1160736083984375,0.9970672726631165,synthetic
